Player,Nation,Pos,Squad,Age,Born,90s,Comp,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live_x,Take Ons - Attempted,Succ,Succ%,Tkld,Tkld%,Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off_x,Crs_x,Int_x,TklW_x,PKwon,PKcon,OG,Recov,Won,Lost_x,Won%,Total - Cmp,Total - Att,Total - Cmp%,TotDist,PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Total - Tkl,TklW_y,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Dribblers- Tkl,Att_x,Tkl%,Lost_y,Total Blocks,Shots Blocked,Passes Blocked,Int_y,Tkl+Int,Clr,Err,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCA - PassLive,SCA - PassDead,TO,SCA - Sh,SCA - Fld,SCA - Def,GCA,GCA90,GCA - PassLive,GCA - PassDead,TO,GCA - Sh,GCA - Fld,GCA - Def,Att_y,Live_y,Dead,FK_y,TB,Sw,Crs_y,TI,CK,In,Out,Str,Cmp,Off_y,Blocks,position_group
Glen Kamara,fi FIN,MF,Rennes,29-168,1995,7.4,fr Ligue 1,476,11,70,309,101,13,476,8,4,50.0,4,50.0,268,996,356,5,3,0,7,6,350,22,0,0,0,7,4,0,0,7,11,0,0,0,42,2,6,25.0,372,412,90.3,5500,1464,213,234,91.0,130,136,95.6,19,20,95.0,1,0.2,0.7,0.8,5,34,8,0,34,23,11,10,11,2,11,17,64.7,6,7,0,7,7,30,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,20,2.72,19,0,0,0,0,1,2,0.27,2,0,0,0,0,0,412,400,10,9,1,0,0,1,0,0,0,0,372,2,3,Central Midfielders
Hassane Kamara,ci CIV,DF,Udinese,31-040,1994,17.9,it Serie A,988,54,311,387,302,17,988,38,14,36.8,17,44.7,502,2660,1293,40,31,1,23,7,565,79,7,1,1,22,18,0,78,22,22,0,0,0,74,16,10,61.5,627,810,77.4,11194,3397,304,340,89.4,236,287,82.2,80,149,53.7,3,1.7,1.9,1.3,20,38,25,19,52,28,22,15,10,3,12,23,52.2,11,18,5,13,22,50,40,1,1,14,3,21.4,0.78,0.17,0.07,0.33,20.0,0,0,0,0.8,0.8,0.06,0.2,0.2,36,2.01,27,2,1,2,1,3,5,0.28,3,0,0,0,1,1,810,659,151,18,0,6,78,125,8,6,0,0,627,0,19,Defender
Willy Kambwala,fr FRA,DF,Villarreal,20-232,2004,9.2,es La Liga,485,84,298,174,14,6,485,3,3,100.0,0,0.0,239,1169,622,2,2,1,5,3,314,0,1,1,0,5,0,0,0,6,7,0,0,0,21,13,14,48.1,357,406,87.9,6694,2416,127,139,91.4,196,206,95.1,30,52,57.7,0,0.1,0.1,-0.1,1,7,1,0,14,12,7,9,2,1,5,6,83.3,1,7,5,2,6,18,38,1,0,4,1,25.0,0.43,0.11,0.0,0.0,11.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,5,0.54,3,0,0,2,0,0,0,0.0,0,0,0,0,0,0,406,374,31,16,0,2,0,1,0,0,0,0,357,1,4,Defender
Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,22-313,2002,10.5,de Bundesliga,514,27,96,200,227,31,514,18,6,33.3,11,61.1,254,1524,884,36,20,15,17,11,261,56,2,0,0,9,2,0,45,11,7,1,0,1,41,6,15,28.6,278,393,70.7,4283,1377,152,178,85.4,87,125,69.6,25,57,43.9,2,3.2,3.4,-1.2,22,16,12,4,32,16,7,7,3,6,8,21,38.1,13,17,7,10,11,27,21,1,0,14,3,21.4,1.33,0.28,0.0,0.0,16.5,0,0,0,0.9,0.9,0.06,-0.9,-0.9,38,3.6,24,8,3,2,1,0,5,0.47,2,1,0,1,1,0,393,312,80,6,0,2,45,55,19,12,6,0,278,1,12,Defender
Kevin Kampl,si SVN,MF,RB Leipzig,34-187,1990,15.8,de Bundesliga,1221,31,222,755,254,12,1221,19,13,68.4,6,31.6,731,3727,1919,18,32,2,12,12,889,30,4,0,0,19,7,1,29,23,18,0,0,0,90,3,13,18.8,968,1089,88.9,14930,4371,516,543,95.0,381,415,91.8,48,78,61.5,0,1.4,2.6,-1.4,16,77,23,4,98,26,18,11,9,6,15,22,68.2,7,25,6,19,23,49,23,0,1,6,2,33.3,0.38,0.13,0.17,0.5,18.3,0,0,0,0.8,0.8,0.13,0.2,0.2,43,2.71,38,4,1,0,0,0,5,0.32,5,0,0,0,0,0,1089,1022,60,36,4,1,29,7,17,6,6,0,968,7,17,Central Midfielders
Nordine Kandil,fr FRA,MF,Strasbourg,23-165,2001,0.1,fr Ligue 1,8,1,2,6,0,0,8,1,1,100.0,0,0.0,5,31,21,1,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0,3,6,50.0,51,6,1,2,50.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Central Midfielders
Harry Kane,eng ENG,FW,Bayern Munich,31-260,1993,23.5,de Bundesliga,813,16,69,297,451,143,804,51,22,43.1,28,54.9,458,2096,868,25,18,18,37,18,635,128,4,0,0,8,20,15,13,2,9,2,0,0,56,25,18,58.1,445,570,78.1,7974,1949,205,248,82.7,179,207,86.5,51,74,68.9,8,4.3,5.0,3.7,29,50,32,2,81,10,9,3,5,2,2,5,40.0,3,12,2,10,2,12,12,0,23,92,40,43.5,3.92,1.7,0.15,0.35,16.6,6,9,9,18.3,11.3,0.12,4.7,2.7,77,3.28,49,1,8,14,5,0,18,0.77,10,0,2,3,3,0,570,548,17,1,15,12,13,8,1,0,0,0,445,5,20,Forwards
Lee Kang-in,kr KOR,"FW,MF",Paris S-G,24-054,2001,15.5,fr Ligue 1,1199,10,84,492,631,60,1199,47,25,53.2,19,40.4,760,3847,1817,46,36,17,17,20,978,118,1,0,0,18,23,1,80,2,13,0,0,0,55,4,10,28.6,920,1056,87.1,13841,3380,525,559,93.9,278,315,88.3,77,117,65.8,5,4.8,5.5,0.2,49,82,39,6,119,20,13,6,8,6,17,31,54.8,14,8,1,7,2,22,3,1,6,37,14,37.8,2.39,0.9,0.16,0.43,18.8,1,0,0,3.1,3.1,0.08,2.9,2.9,86,5.56,61,19,3,3,0,0,5,0.32,4,1,0,0,0,0,1056,951,100,10,12,10,80,7,75,21,26,0,920,5,13,Attacking Midfielders
Yann Karamoh,fr FRA,"MF,FW",Torino,26-280,1998,11.1,it Serie A,391,8,47,152,195,48,391,35,11,31.4,20,57.1,277,1918,926,35,26,21,26,26,312,75,2,0,0,11,12,4,22,3,2,0,0,0,41,5,9,35.7,179,268,66.8,2569,556,111,143,77.6,47,65,72.3,11,21,52.4,1,0.9,1.0,0.1,9,8,7,1,25,5,2,2,1,2,4,9,44.4,5,8,2,6,3,8,5,0,0,24,6,25.0,2.17,0.54,0.0,0.0,17.2,0,0,0,1.2,1.2,0.05,-1.2,-1.2,23,2.07,15,1,3,4,0,0,2,0.18,1,0,0,1,0,0,268,261,5,0,2,1,22,3,0,0,0,0,179,2,17,Attacking Midfielders
Atakan Karazor,0,MF,Stuttgart,28-183,1996,24.1,de Bundesliga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielders
Jesper Karlsson,se SWE,FW,Bologna,26-263,1998,3.3,it Serie A,128,1,14,48,68,6,128,6,2,33.3,3,50.0,97,557,207,6,8,0,6,9,106,31,1,0,0,6,4,1,4,0,0,0,0,0,8,2,4,33.3,72,96,75.0,962,159,42,53,79.2,27,31,87.1,1,4,25.0,0,0.1,0.1,-0.1,2,2,2,1,6,1,0,0,0,1,0,2,0.0,2,4,0,4,0,1,3,0,1,6,2,33.3,1.81,0.6,0.17,0.5,20.3,1,0,0,0.7,0.7,0.12,0.3,0.3,9,2.72,9,0,0,0,0,0,1,0.3,1,0,0,0,0,0,96,91,5,3,0,0,4,2,0,0,0,0,72,0,6,Forwards
Jesper Karlsson,se SWE,FW,Lecce,26-263,1998,3.6,it Serie A,150,0,15,59,77,7,150,6,4,66.7,2,33.3,86,545,240,9,7,1,5,5,109,26,2,0,0,2,0,0,20,0,1,0,0,0,10,1,5,16.7,87,122,71.3,1318,283,58,68,85.3,21,30,70.0,7,17,41.2,0,0.4,0.2,-0.4,5,5,8,4,9,2,1,2,0,0,2,6,33.3,4,1,0,1,0,2,1,0,0,8,4,50.0,2.23,1.11,0.0,0.0,19.4,1,0,0,0.6,0.6,0.08,-0.6,-0.6,11,3.06,8,3,0,0,0,0,0,0.0,0,0,0,0,0,0,122,108,13,2,0,0,20,1,10,3,3,0,87,1,4,Forwards
Jesper Karlström,se SWE,MF,Udinese,29-297,1995,29.4,it Serie A,1580,89,461,960,175,19,1580,13,5,38.5,8,61.5,832,4022,1776,16,19,2,26,13,995,33,6,0,0,28,21,1,11,32,28,0,0,0,129,26,24,52.0,1115,1337,83.4,19529,6273,478,533,89.7,513,583,88.0,97,164,59.1,2,0.8,1.1,1.2,15,116,15,3,109,51,28,27,17,7,21,45,46.7,24,23,10,13,32,83,75,4,0,10,1,10.0,0.34,0.03,0.0,0.0,18.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6,42,1.43,38,1,1,0,1,1,2,0.07,2,0,0,0,0,0,1337,1267,68,63,0,3,11,4,0,0,0,0,1115,2,17,Central Midfielders
Lior Kasa,il ISR,"MF,FW",Genoa,19-199,2005,1.8,it Serie A,80,4,19,36,26,5,80,3,0,0.0,1,33.3,39,201,71,0,3,0,5,1,45,7,2,0,0,3,3,0,2,2,4,0,0,0,12,1,3,25.0,43,50,86.0,853,310,16,18,88.9,18,21,85.7,7,9,77.8,0,0.1,0.1,-0.1,2,6,1,0,6,4,4,2,2,0,2,5,40.0,3,4,1,3,2,6,2,0,0,4,2,50.0,2.21,1.1,0.0,0.0,19.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,5,2.78,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0,50,47,3,1,0,1,2,0,2,1,1,0,43,0,0,Attacking Midfielders
Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,27-074,1998,9.3,it Serie A,408,7,66,194,153,14,408,14,0,0.0,13,92.9,217,1037,439,11,10,1,7,9,240,25,3,0,0,14,19,1,23,7,16,0,0,0,45,14,15,48.3,206,300,68.7,3442,1225,103,133,77.4,68,94,72.3,25,48,52.1,1,1.6,1.0,-0.6,11,28,7,1,33,23,16,8,7,8,9,21,42.9,12,16,2,14,7,30,6,0,1,22,5,22.7,2.37,0.54,0.05,0.2,23.0,2,0,0,1.0,1.0,0.05,0.0,0.0,23,2.47,12,8,0,2,1,0,2,0.22,1,1,0,0,0,0,300,271,28,7,3,3,23,5,15,6,7,1,206,1,8,Attacking Midfielders
Mikkel Kaufmann,dk DEN,FW,Heidenheim,24-101,2001,4.1,de Bundesliga,139,6,19,71,51,12,139,7,2,28.6,3,42.9,77,367,171,4,6,4,11,2,99,21,2,0,0,5,14,0,1,2,4,1,0,0,13,17,19,47.2,45,91,49.5,716,193,19,41,46.3,15,28,53.6,5,10,50.0,0,0.1,0.5,-0.1,3,6,6,0,10,6,4,1,3,2,2,5,40.0,3,5,2,3,2,8,7,0,0,3,3,100.0,0.73,0.73,0.0,0.0,14.6,0,0,0,0.5,0.5,0.18,-0.5,-0.5,12,2.92,7,1,0,1,3,0,1,0.24,0,0,0,0,1,0,91,87,3,1,1,1,1,1,0,0,0,0,45,1,4,Forwards
Michael Kayode,it ITA,DF,Brentford,20-278,2004,0.7,eng Premier League,46,4,22,10,15,4,46,1,1,100.0,0,0.0,17,129,95,3,1,2,1,0,18,8,0,0,0,2,1,0,5,1,3,0,0,0,5,1,0,100.0,24,38,63.2,409,192,10,14,71.4,12,20,60.0,2,4,50.0,0,0.2,0.1,-0.2,2,2,1,1,1,5,3,5,0,0,2,2,100.0,0,0,0,0,1,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,5.71,2,2,0,0,0,0,1,1.43,1,0,0,0,0,0,38,29,9,0,0,0,5,9,0,0,0,0,24,0,0,Defender
Michael Kayode,it ITA,"DF,FW",Fiorentina,20-278,2004,1.4,it Serie A,88,5,30,34,24,2,88,6,3,50.0,0,0.0,42,218,96,3,1,1,1,3,43,6,0,0,0,1,2,0,6,2,1,0,0,0,6,2,0,100.0,43,68,63.2,688,215,21,25,84.0,20,28,71.4,2,11,18.2,0,0.2,0.0,-0.2,1,4,1,0,8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,2.83,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0,68,52,16,1,0,0,6,15,0,0,0,0,43,0,4,Wing-Back
Moise Kean,it ITA,FW,Fiorentina,25-045,2000,27.0,it Serie A,626,26,46,273,327,115,624,89,39,43.8,43,48.3,414,2264,974,35,25,27,89,51,487,128,5,0,0,37,49,51,9,5,5,0,1,0,52,46,44,51.1,203,292,69.5,3125,506,114,142,80.3,65,99,65.7,14,16,87.5,3,1.8,1.0,1.2,17,10,8,1,23,7,5,1,2,4,3,4,75.0,1,12,0,12,5,12,24,1,17,88,38,43.2,3.25,1.41,0.18,0.42,15.0,0,1,2,16.0,14.4,0.16,1.0,1.6,51,1.89,25,0,14,6,5,1,5,0.18,2,0,2,1,0,0,292,267,23,1,1,5,9,3,0,0,0,0,203,2,15,Forwards
Michael Keane,eng ENG,DF,Everton,32-093,1993,9.0,eng Premier League,409,78,226,167,18,14,409,1,0,0.0,1,100.0,187,736,234,1,1,0,0,2,236,3,4,0,0,9,0,0,1,10,7,0,0,0,23,19,14,57.6,253,309,81.9,5832,1866,74,83,89.2,119,132,90.2,58,77,75.3,0,0.1,0.0,-0.1,2,17,0,0,12,10,7,7,2,1,7,10,70.0,3,9,6,3,10,20,50,0,2,8,3,37.5,0.89,0.33,0.25,0.67,14.8,0,0,0,0.4,0.4,0.05,1.6,1.6,6,0.66,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,309,304,1,1,0,11,1,0,0,0,0,0,253,4,5,Defender
Yassine Kechta,ma MAR,"MF,FW",Le Havre,23-048,2002,19.3,fr Ligue 1,830,23,176,446,227,24,830,26,11,42.3,13,50.0,434,2689,1385,38,30,4,32,21,513,71,4,0,0,36,26,2,21,20,27,1,0,0,94,10,25,28.6,493,620,79.5,8339,2411,243,279,87.1,192,229,83.8,46,69,66.7,0,1.2,1.3,-1.2,15,47,15,5,75,47,27,24,17,6,26,61,42.6,35,23,2,21,20,67,24,2,2,27,9,33.3,1.4,0.47,0.07,0.22,26.1,1,0,0,2.3,2.3,0.09,-0.3,-0.3,44,2.28,24,2,3,3,9,3,4,0.21,1,0,1,0,2,0,620,586,28,6,2,6,21,2,4,4,0,0,493,6,13,Attacking Midfielders
Thilo Kehrer,de GER,DF,Monaco,28-205,1996,24.5,fr Ligue 1,1915,174,800,1067,54,15,1915,3,1,33.3,1,33.3,1121,5544,3239,13,7,0,6,2,1317,2,1,0,0,19,19,1,2,33,22,0,0,0,122,50,32,61.0,1505,1679,89.6,27603,11605,553,588,94.0,818,875,93.5,117,185,63.2,0,0.3,0.4,-0.3,5,110,1,0,132,35,22,24,11,0,20,34,58.8,14,16,9,7,33,68,103,1,4,10,8,80.0,0.41,0.33,0.4,0.5,8.7,0,0,0,1.3,1.3,0.13,2.7,2.7,25,1.02,22,1,0,2,0,0,3,0.12,2,0,0,1,0,0,1679,1597,79,71,1,7,2,1,0,0,0,0,1505,3,7,Defender
Abdoulaye Keita,es ESP,"FW,MF",Getafe,22-225,2002,1.1,es La Liga,41,3,10,19,12,1,41,3,1,33.3,2,66.7,22,84,24,1,0,0,3,3,25,4,0,0,0,6,0,0,1,0,2,0,0,0,6,3,3,50.0,15,27,55.6,257,66,8,11,72.7,6,6,100.0,1,6,16.7,0,0.0,0.1,0.0,0,3,1,1,2,2,2,0,1,1,2,4,50.0,2,1,0,1,0,2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,27,26,1,0,0,1,1,1,0,0,0,0,15,0,1,Attacking Midfielders
Mandela Keita,be BEL,MF,Parma,22-339,2002,15.2,it Serie A,701,32,170,430,113,0,701,21,10,47.6,6,28.6,446,2245,993,11,18,0,22,15,464,5,6,1,1,23,26,1,0,14,19,0,1,0,72,12,11,52.2,519,574,90.4,8415,2078,256,267,95.9,219,242,90.5,33,44,75.0,2,1.0,0.7,1.0,15,46,3,0,40,35,19,8,22,5,14,27,51.9,13,13,4,9,14,49,22,1,0,5,4,80.0,0.33,0.26,0.0,0.0,29.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,30,1.97,26,0,2,0,2,0,2,0.13,2,0,0,0,0,0,574,563,11,10,2,2,0,1,0,0,0,0,519,0,5,Central Midfielders
Yannik Keitel,de GER,MF,Stuttgart,25-058,2000,2.8,de Bundesliga,212,7,48,133,34,3,212,1,1,100.0,0,0.0,95,368,166,2,0,1,2,1,152,2,1,0,0,2,6,0,2,4,6,0,0,0,7,4,4,50.0,147,179,82.1,2252,711,83,94,88.3,50,60,83.3,9,15,60.0,0,0.0,0.1,0.0,1,17,3,0,11,9,6,3,5,1,9,10,90.0,1,5,2,3,4,13,6,0,0,4,2,50.0,1.43,0.71,0.0,0.0,21.2,0,0,0,0.4,0.4,0.1,-0.4,-0.4,2,0.71,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,179,175,4,4,0,1,2,0,0,0,0,0,147,0,4,Central Midfielders
Andu Kelati,de GER,"MF,DF",Holstein Kiel,22-244,2002,3.2,de Bundesliga,159,4,30,90,43,9,159,4,3,75.0,1,25.0,88,310,129,3,0,0,8,4,106,11,2,1,1,4,5,0,6,3,4,0,0,0,19,0,2,0.0,95,123,77.2,1834,544,40,49,81.6,41,47,87.2,14,21,66.7,1,0.8,0.3,0.2,4,12,3,2,19,7,4,2,4,1,2,5,40.0,3,4,1,3,3,10,3,0,1,6,3,50.0,1.87,0.94,0.17,0.33,13.3,0,0,0,0.9,0.9,0.14,0.1,0.1,9,2.81,8,0,0,1,0,0,1,0.31,1,0,0,0,0,0,123,122,1,0,1,0,6,0,0,0,0,0,95,0,5,Defensive-Midfielders
Caoimhín Kelleher,ie IRL,GK,Liverpool,26-142,1998,10.0,eng Premier League,398,286,396,2,0,0,398,1,1,100.0,0,0.0,290,1131,616,0,0,0,1,0,275,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1,0,100.0,289,382,75.7,6252,3968,99,99,100.0,147,147,100.0,43,135,31.9,0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.3,3,0,0,0,0,0,1,0.1,1,0,0,0,0,0,382,344,38,20,0,0,0,0,0,0,0,0,289,0,1,GK
Thomas Keller,de GER,"DF,MF",Heidenheim,25-252,1999,1.6,de Bundesliga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,0,0,4,5,0,0,0,3,4,4,50.0,71,89,79.8,1388,474,19,27,70.4,47,52,90.4,5,9,55.6,0,0.0,0.0,0.0,0,5,0,0,6,6,5,5,1,0,4,6,66.7,2,3,1,2,4,10,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.62,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,89,84,5,2,0,0,0,3,0,0,0,0,71,0,0,Defender
Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-190,1998,3.4,eng Premier League,215,26,105,94,19,4,215,3,2,66.7,1,33.3,120,474,202,0,2,0,3,2,129,5,2,0,0,5,5,1,1,1,4,0,0,0,19,6,2,75.0,146,181,80.7,2636,867,57,65,87.7,78,87,89.7,10,24,41.7,1,0.5,0.1,0.5,2,6,1,1,9,5,4,4,1,0,1,1,100.0,0,6,4,2,1,6,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.59,2,0,0,0,0,0,1,0.3,1,0,0,0,0,0,181,159,22,7,0,0,1,15,0,0,0,0,146,0,5,Defender
Lloyd Kelly,eng ENG,DF,Juventus,26-190,1998,7.3,it Serie A,558,54,223,283,54,10,558,1,0,0.0,1,100.0,311,1589,844,5,5,0,5,2,369,13,1,0,0,9,4,0,7,1,7,0,0,0,37,25,16,61.0,404,484,83.5,6779,2045,187,202,92.6,184,207,88.9,24,56,42.9,0,0.0,0.1,0.0,2,42,2,0,26,9,7,3,5,1,7,9,77.8,2,9,6,3,1,10,26,3,0,4,1,25.0,0.55,0.14,0.0,0.0,17.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,7,0.96,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,484,451,33,12,1,2,7,10,0,0,0,0,404,0,9,Defender
Aljoscha Kemlein,de GER,MF,Union Berlin,20-255,2004,10.2,de Bundesliga,549,16,117,331,105,18,549,9,6,66.7,3,33.3,260,952,437,5,5,1,11,1,329,19,3,0,0,15,2,1,5,6,4,0,1,0,58,19,14,57.6,351,465,75.5,5960,1692,163,195,83.6,132,165,80.0,40,64,62.5,0,0.6,0.7,-0.6,10,28,6,1,42,10,4,4,5,1,5,14,35.7,9,14,3,11,6,16,15,0,1,11,3,27.3,1.07,0.29,0.09,0.33,17.4,1,0,0,0.9,0.9,0.09,0.1,0.1,21,2.05,18,2,0,0,0,1,2,0.2,1,0,0,0,0,1,465,445,16,3,0,4,5,1,3,2,0,1,351,4,8,Central Midfielders
Marc-Oliver Kempf,de GER,DF,Como,30-076,1995,24.1,it Serie A,1688,243,839,783,75,21,1688,5,4,80.0,1,20.0,964,4415,2221,14,7,1,10,4,1109,3,5,1,1,17,16,0,4,29,18,0,0,0,85,87,33,72.5,1264,1448,87.3,22271,8390,539,581,92.8,604,648,93.2,101,174,58.0,0,1.2,1.1,-1.2,10,98,9,1,76,27,18,12,14,1,11,21,52.4,10,27,20,7,29,56,105,3,0,15,3,20.0,0.62,0.12,0.0,0.0,11.2,0,0,0,1.3,1.3,0.09,-1.3,-1.3,32,1.33,27,0,0,5,0,0,1,0.04,1,0,0,0,0,0,1448,1332,107,49,3,11,4,12,0,0,0,0,1264,9,10,Defender
Kenedy,br BRA,"MF,FW",Valladolid,29-065,1996,0.1,es La Liga,5,0,0,1,4,2,5,1,0,0.0,1,100.0,4,15,4,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Attacking Midfielders
Luca Kerber,de GER,"MF,DF",Heidenheim,23-035,2002,7.6,de Bundesliga,321,29,117,158,47,8,321,4,0,0.0,3,75.0,155,604,206,1,0,1,11,3,171,11,4,0,0,18,8,0,2,4,16,0,0,0,22,6,15,28.6,158,216,73.1,2926,695,57,74,77.0,79,99,79.8,16,29,55.2,0,0.5,0.3,-0.5,4,8,4,1,12,26,16,17,8,1,16,28,57.1,12,11,3,8,4,30,23,0,1,5,3,60.0,0.66,0.39,0.2,0.33,14.7,0,0,0,0.4,0.4,0.07,0.6,0.6,7,0.91,5,0,0,1,1,0,1,0.13,0,0,0,1,0,0,216,208,5,2,0,1,2,2,0,0,0,0,158,3,2,Defensive-Midfielders
Milos Kerkez,hu HUN,DF,Bournemouth,21-158,2003,30.2,eng Premier League,1727,93,443,734,571,55,1727,41,17,41.5,14,34.1,869,5038,2962,85,56,14,41,15,930,151,4,0,0,27,41,1,102,38,25,0,0,0,142,20,42,32.3,1060,1398,75.8,16755,5592,573,640,89.5,397,501,79.2,66,178,37.1,5,3.2,2.0,1.8,27,76,32,20,130,46,25,21,19,6,20,34,58.8,14,32,11,21,38,84,91,2,2,17,5,29.4,0.56,0.17,0.12,0.4,20.4,0,0,0,0.5,0.5,0.03,1.5,1.5,67,2.22,54,3,1,2,4,3,9,0.3,7,0,1,0,0,1,1398,1155,238,14,2,2,102,224,0,0,0,0,1060,5,39,Defender
Reda Khadra,de GER,"MF,FW",Reims,23-284,2001,0.9,fr Ligue 1,38,1,8,12,22,1,38,7,4,57.1,2,28.6,28,305,185,4,6,0,1,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,30,73.3,338,98,13,13,100.0,9,12,75.0,0,4,0.0,0,0.0,0.0,0.0,1,1,1,0,4,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,30,27,3,3,1,0,3,0,0,0,0,0,22,0,0,Attacking Midfielders
Bilal El Khannouss,ma MAR,MF,Leicester City,20-339,2004,19.4,eng Premier League,1038,13,143,538,369,27,1038,43,26,60.5,16,37.2,595,3628,1699,59,37,9,32,30,695,71,4,0,0,25,8,0,71,5,24,0,0,0,75,18,16,52.9,657,877,74.9,11744,3259,313,366,85.5,252,313,80.5,80,140,57.1,2,3.1,2.2,-1.1,29,75,25,5,110,44,24,15,24,5,13,21,61.9,8,17,3,14,5,49,7,3,2,21,6,28.6,1.08,0.31,0.1,0.33,22.5,0,0,0,0.8,0.8,0.04,1.2,1.2,55,2.84,43,5,4,3,0,0,4,0.21,3,1,0,0,0,0,877,763,110,17,9,6,71,12,30,17,8,1,657,4,22,Central Midfielders
