Player,Nation,Pos,Squad,Age,Born,90s,Comp,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Take Ons - Attempted,Succ,Succ%,Tkld,Tkld%,Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - Final 1/3 Entry,Carries - CPA,Carries - Miscontrols,Carries - Dispossessed,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Total - Cmp,Total - Att,Total - Cmp%,TotDist,PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tackles - Tkl,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Dribblers Tackled - Tkl,Att,Tkl%,Total Blocks,Shots Blocked,Passes Blocked,Tkl+Int,Clr,Err,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCA - PassLive,SCA - PassDead,SCA - TO,SCA - Sh,SCA - Fld,SCA - Def,GCA,GCA90,GCA - PassLive,GCA - PassDead,GCA - TO,GCA - Sh,GCA - Fld,GCA - Def,Dead,TB,Sw,TI,CK,In,Out,Str,Cmp,Blocks,Season,position_group,Age_Years
Ruben Aguilar,fr FRA,DF,Lens,30,1993,21.4,fr Ligue 1,1533,64,326,699,518,38,1533,20,6,30.0,12,60.0,1039,5334,2333,36,37,2,31,10,970,162,3,0,0,20,24,3,75,26,31,0,1,0,106,24,23,51.1,1044,1282,81.4,15383,5987,594,666,89.2,369,443,83.3,44,93,47.3,3,2.9,4.0,0.1,26,73,42,14,110,53,27,23,3,27,45,60.0,35,5,30,79,46,0,1,12,4,33.3,0.56,0.19,0.08,0.25,16.1,0,0,0,1.4,1.4,0.12,-0.4,-0.4,47,2.2,43,1,1,2,0,0,5,0.23,5,0,0,0,0,0,185,3,1,168,0,0,0,0,1044,35,2023-2024,Defender,30
Brandon Aguilera,cr CRC,FW,Nott'ham Forest,20,2003,0.1,eng Premier League,11,1,3,4,4,0,11,0,0,0.0,0,0.0,4,16,12,0,1,0,0,0,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,4,8,50.0,48,23,3,6,50.0,1,2,50.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2023-2024,Forwards,20
Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,21,2002,3.9,eng Premier League,240,6,46,123,75,8,240,13,7,53.8,5,38.5,150,1018,486,19,8,4,8,11,169,20,4,1,1,9,6,1,6,2,9,0,0,0,30,3,3,50.0,150,187,80.2,2455,628,76,89,85.4,59,69,85.5,10,14,71.4,0,0.0,0.1,0.0,1,12,0,0,25,13,5,6,2,8,17,47.1,3,0,3,15,4,0,0,9,2,22.2,2.32,0.52,0.0,0.0,20.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,9,2.3,9,0,0,0,0,0,3,0.77,3,0,0,0,0,0,4,0,0,2,0,0,0,0,150,8,2023-2024,Attacking Midfielders,21
Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,24,1999,29.4,eng Premier League,1336,229,736,507,104,33,1336,21,11,52.4,9,42.9,606,3527,1953,15,15,3,14,11,697,21,11,1,1,34,13,2,6,34,36,0,0,0,106,52,36,59.1,749,993,75.4,12780,5078,334,386,86.5,348,425,81.9,54,137,39.4,0,0.8,0.6,-0.8,7,41,3,1,43,64,48,14,2,30,49,61.2,43,26,17,98,137,2,2,19,5,26.3,0.65,0.17,0.11,0.4,11.9,0,0,0,3.1,3.1,0.17,-1.1,-1.1,26,0.88,23,0,0,3,0,0,1,0.03,0,0,0,1,0,0,36,1,2,25,0,0,0,0,749,20,2023-2024,Defender,24
Joseph Aidoo,gh GHA,DF,Celta Vigo,27,1995,4.5,es La Liga,240,34,132,107,6,2,240,2,2,100.0,0,0.0,133,630,322,2,0,0,1,2,137,0,0,0,0,4,0,0,0,4,3,0,0,0,22,14,9,60.9,145,185,78.4,2918,1187,41,46,89.1,84,102,82.4,19,35,54.3,0,0.1,0.0,-0.1,1,8,1,0,12,8,6,2,0,4,8,50.0,3,1,2,12,28,0,0,3,0,0.0,0.66,0.0,0.0,0.0,15.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,6,1.33,4,0,1,1,0,0,1,0.22,0,0,0,1,0,0,10,1,0,4,0,0,0,0,145,0,2023-2024,Defender,27
Ola Aina,ng NGA,DF,Nott'ham Forest,26,1996,18.8,eng Premier League,1020,62,340,464,227,13,1020,45,27,60.0,14,31.1,494,3136,1828,52,28,11,24,10,539,37,3,0,0,18,25,2,28,18,31,0,1,0,97,17,12,58.6,605,803,75.3,9657,4065,329,375,87.7,217,284,76.4,46,99,46.5,1,0.9,1.0,0.1,11,58,13,6,69,47,31,12,4,29,40,72.5,19,3,16,65,51,1,1,11,1,9.1,0.59,0.05,0.09,1.0,26.6,0,0,0,0.3,0.3,0.02,0.7,0.7,38,2.02,25,5,3,1,3,1,1,0.05,1,0,0,0,0,0,150,2,2,138,0,0,0,0,605,17,2023-2024,Defender,26
Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,22,2001,25.9,eng Premier League,1523,56,406,699,446,49,1523,115,62,53.9,39,33.9,868,4898,2435,67,48,8,51,56,1007,99,7,0,0,25,53,8,41,15,44,1,1,0,136,21,25,45.7,1005,1190,84.5,13946,3935,627,688,91.1,297,344,86.3,38,72,52.8,1,2.4,1.7,-1.4,25,60,13,4,99,71,41,23,7,28,49,57.1,32,6,26,86,38,0,2,24,8,33.3,0.93,0.31,0.08,0.25,16.8,0,0,0,3.3,3.3,0.14,-1.3,-1.3,65,2.51,41,9,6,3,6,0,5,0.19,2,0,0,0,3,0,138,2,5,106,8,5,2,0,1005,24,2023-2024,Defender,22
Tosin Aiyegun,bj BEN,"MF,FW",Lorient,25,1998,10.0,fr Ligue 1,291,10,54,120,123,21,291,26,12,46.2,13,50.0,227,1660,686,17,10,6,18,13,218,52,0,1,0,13,16,3,8,2,4,1,0,0,33,6,10,37.5,154,203,75.9,2377,486,73,98,74.5,58,70,82.9,10,15,66.7,0,0.3,0.3,-0.3,7,7,2,0,16,6,2,3,1,3,9,33.3,4,1,3,8,8,0,2,11,3,27.3,1.1,0.3,0.18,0.67,22.7,0,0,0,1.8,1.8,0.17,0.2,0.2,13,1.3,12,0,0,0,1,0,1,0.1,0,0,0,0,1,0,7,0,0,1,0,0,0,0,154,4,2023-2024,Attacking Midfielders,25
Kristoffer Ajer,no NOR,DF,Brentford,25,1998,20.4,eng Premier League,1042,112,430,457,158,58,1042,12,10,83.3,2,16.7,464,2367,1435,22,11,5,16,6,563,31,5,0,0,25,10,1,22,25,21,0,0,0,60,63,23,73.3,610,810,75.3,10210,3786,291,337,86.4,263,332,79.2,45,103,43.7,1,2.3,2.7,-1.3,12,56,10,3,61,38,25,9,4,23,36,63.9,26,11,15,63,79,1,2,12,4,33.3,0.59,0.2,0.17,0.5,9.9,0,0,0,1.3,1.3,0.11,0.7,0.7,27,1.33,24,0,1,2,0,0,3,0.15,3,0,0,0,0,0,79,1,9,65,0,0,0,0,610,11,2023-2024,Defender,25
Ludovic Ajorque,fr FRA,FW,Mainz 05,29,1994,15.1,de Bundesliga,603,12,53,314,238,85,601,11,2,18.2,8,72.7,260,904,291,5,6,1,42,10,450,88,4,0,0,28,15,5,3,4,2,0,0,0,49,78,91,46.2,318,453,70.2,4546,479,172,241,71.4,105,145,72.4,15,19,78.9,0,1.0,1.6,-1.0,16,21,3,0,21,3,1,2,0,2,11,18.2,6,2,4,7,11,0,2,27,6,22.2,1.79,0.4,0.07,0.33,13.1,0,0,2,5.3,3.7,0.14,-3.3,-1.7,37,2.45,29,1,0,1,5,1,0,0.0,0,0,0,0,0,0,28,2,4,0,0,0,0,0,318,6,2023-2024,Forwards,29
Manuel Akanji,ch SUI,"DF,MF",Manchester City,28,1995,27.9,eng Premier League,2544,163,779,1385,392,27,2544,4,2,50.0,2,50.0,1639,8282,4923,46,51,3,14,9,1983,36,4,1,1,17,19,0,9,23,28,0,0,0,142,27,27,50.0,2180,2334,93.4,35688,9787,1091,1136,96.0,923,975,94.7,126,163,77.3,0,0.5,1.8,-0.5,13,214,15,2,148,42,16,18,8,22,39,56.4,28,12,16,65,70,3,2,15,5,33.3,0.54,0.18,0.13,0.4,17.0,0,0,0,1.9,1.9,0.13,0.1,0.1,55,1.97,45,1,0,3,2,4,4,0.14,4,0,0,0,0,0,71,4,15,27,0,0,0,0,2180,10,2023-2024,Defender,28
Marley Aké,fr FRA,FW,Udinese,22,2001,0.1,it Serie A,1,0,1,0,0,0,1,0,0,0.0,0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024,Forwards,22
Nathan Aké,nl NED,DF,Manchester City,28,1995,22.7,eng Premier League,2026,105,634,1116,281,38,2026,10,5,50.0,3,30.0,1280,6039,3501,24,43,1,8,2,1507,18,0,0,0,10,18,0,11,14,16,0,0,0,119,46,28,62.2,1716,1864,92.1,26189,8717,882,921,95.8,750,796,94.2,43,85,50.6,2,1.2,1.1,0.8,10,148,5,1,116,26,15,8,3,13,20,65.0,17,2,15,40,54,0,2,20,5,25.0,0.88,0.22,0.1,0.4,10.8,0,0,0,2.5,2.5,0.12,-0.5,-0.5,36,1.59,28,0,2,4,1,1,6,0.26,3,0,1,2,0,0,118,1,3,81,0,0,0,0,1716,14,2023-2024,Defender,28
Ilias Akhomach,ma MAR,"MF,FW",Villarreal,19,2004,16.8,es La Liga,745,12,89,271,403,70,745,128,57,44.5,59,46.1,491,3523,2006,68,47,27,49,36,551,160,4,0,0,41,35,4,29,13,21,0,0,0,70,3,7,30.0,372,481,77.3,5109,1318,239,275,86.9,101,133,75.9,14,28,50.0,2,2.6,2.5,-0.6,21,20,24,6,45,36,11,16,9,10,20,50.0,10,2,8,49,13,0,2,30,7,23.3,1.79,0.42,0.07,0.29,18.1,0,0,0,3.2,3.2,0.11,-1.2,-1.2,57,3.4,34,2,13,2,5,1,3,0.18,2,0,1,0,0,0,14,4,2,5,4,1,1,0,372,14,2023-2024,Attacking Midfielders,19
Sergio Akieme,es ESP,DF,Almería,25,1997,18.6,es La Liga,959,54,338,420,216,20,959,40,21,52.5,18,45.0,498,2520,1141,27,23,2,15,16,525,72,2,0,0,18,17,1,57,10,15,0,2,0,99,10,15,40.0,620,801,77.4,10224,3150,314,346,90.8,247,298,82.9,48,111,43.2,0,2.2,2.1,-2.2,17,30,14,12,28,27,18,7,2,13,16,81.3,14,4,10,37,34,0,2,9,5,55.6,0.48,0.27,0.22,0.4,17.4,0,0,0,1.2,1.2,0.13,0.8,0.8,32,1.72,22,3,4,1,2,0,1,0.05,0,0,0,1,0,0,169,1,5,148,2,0,1,0,620,22,2023-2024,Defender,25
Sergio Akieme,es ESP,DF,Reims,25,1997,9.1,fr Ligue 1,443,36,135,195,119,11,443,18,8,44.4,9,50.0,259,1562,742,20,12,3,12,8,239,34,2,0,0,17,10,0,21,10,5,0,0,0,40,6,4,60.0,277,350,79.1,4318,1253,148,163,90.8,109,133,82.0,14,37,37.8,0,0.4,0.4,-0.4,6,15,4,2,20,11,6,3,2,8,11,72.7,9,3,6,21,25,0,2,11,2,18.2,1.21,0.22,0.18,1.0,18.3,0,0,0,1.4,1.4,0.13,0.6,0.6,19,2.09,12,1,3,2,0,1,1,0.11,0,0,0,1,0,0,61,0,0,57,0,0,0,0,277,8,2023-2024,Defender,25
Ebenezer Akinsanmiro,ng NGA,MF,Inter,18,2004,0.2,it Serie A,9,0,3,6,1,0,9,0,0,0.0,0,0.0,9,83,11,0,1,0,1,1,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,7,8,87.5,83,45,6,6,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,1,1,1,0,2,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2023-2024,Central Midfielders,18
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,21,2002,17.9,fr Ligue 1,1055,10,101,457,513,79,1055,52,27,51.9,22,42.3,815,4602,1866,46,45,14,41,40,756,135,5,0,0,33,31,1,54,9,23,0,0,0,110,4,19,17.4,645,833,77.4,9118,2859,380,444,85.6,196,246,79.7,32,69,46.4,4,3.5,3.4,0.5,38,64,38,3,93,37,12,20,5,12,36,33.3,21,0,21,46,3,0,7,36,22,61.1,2.01,1.23,0.19,0.32,15.7,1,0,0,5.4,5.4,0.15,1.6,1.6,88,4.91,59,11,6,3,4,5,9,0.5,7,0,0,0,0,2,54,8,2,3,37,14,8,0,645,24,2023-2024,Attacking Midfielders,21
Paul Akouokou,ci CIV,MF,Betis,25,1997,0.3,es La Liga,26,2,10,14,3,0,26,0,0,0.0,0,0.0,11,42,8,0,0,0,0,0,15,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0.0,16,17,94.1,280,65,7,8,87.5,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,5,0,2,3,3,3,100.0,3,1,2,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2023-2024,Central Midfielders,25
Paul Akouokou,ci CIV,MF,Lyon,25,1997,3.4,fr Ligue 1,231,16,52,142,37,1,231,4,3,75.0,0,0.0,168,633,179,0,4,0,4,1,149,2,1,0,0,9,3,0,0,6,9,0,0,0,25,8,5,61.5,158,185,85.4,2723,717,61,73,83.6,76,81,93.8,14,19,73.7,0,0.0,0.1,0.0,0,16,0,0,13,14,2,10,2,6,7,85.7,5,1,4,20,11,0,0,2,0,0.0,0.59,0.0,0.0,0.0,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,6,1.75,4,0,1,0,0,1,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,158,2,2023-2024,Central Midfielders,25
Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,30,1992,7.8,it Serie A,348,22,111,187,58,5,348,10,3,30.0,3,30.0,189,1226,591,11,9,1,13,7,215,12,5,0,0,15,5,0,1,12,11,0,1,0,29,5,7,41.7,220,263,83.7,3557,826,113,128,88.3,95,104,91.3,12,15,80.0,0,0.1,0.2,-0.1,1,14,0,0,10,20,14,4,2,3,9,33.3,10,4,6,32,15,1,0,7,3,42.9,0.89,0.38,0.0,0.0,26.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,5,0.64,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,220,11,2023-2024,Central Midfielders,30
David Akpan Ankeye,ng NGA,FW,Genoa,21,2002,0.6,it Serie A,17,0,2,6,10,1,17,5,2,40.0,3,60.0,12,109,61,3,1,1,2,0,10,2,0,0,0,2,1,0,1,0,0,0,0,0,4,0,1,0.0,8,9,88.9,85,20,2,3,66.7,3,3,100.0,0,0,0.0,0,0.0,0.4,0.0,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.58,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2023-2024,Forwards,21
Kevin Akpoguma,ng NGA,DF,Hoffenheim,28,1995,12.2,de Bundesliga,861,72,360,449,59,5,861,13,9,69.2,4,30.8,483,2251,1054,10,11,2,10,1,564,9,7,0,0,15,14,0,4,18,18,0,1,0,60,25,21,54.3,611,711,85.9,10584,3879,275,302,91.1,277,307,90.2,50,79,63.3,0,0.3,0.4,-0.3,5,71,2,0,55,35,22,12,1,26,35,74.3,28,8,20,53,32,0,0,2,0,0.0,0.16,0.0,0.0,0.0,6.8,0,0,0,0.3,0.3,0.15,-0.3,-0.3,16,1.31,13,0,2,0,1,0,3,0.25,3,0,0,0,0,0,30,0,2,13,0,0,0,0,611,6,2023-2024,Defender,28
David Alaba,at AUT,DF,Real Madrid,31,1992,12.8,es La Liga,1004,127,474,457,80,11,1004,0,0,0.0,0,0.0,699,3567,2011,9,11,0,5,1,730,13,2,0,0,4,0,0,17,15,9,0,0,1,63,10,9,52.6,810,904,89.6,12977,4997,447,464,96.3,297,330,90.0,49,84,58.3,1,0.7,0.8,0.3,10,56,5,0,51,13,7,5,1,4,8,50.0,10,7,3,28,34,0,0,14,3,21.4,1.09,0.23,0.0,0.0,19.8,6,0,0,1.0,1.0,0.07,-1.0,-1.0,18,1.4,13,4,0,1,0,0,1,0.08,0,1,0,0,0,0,65,4,7,5,12,7,3,0,810,2,2023-2024,Defender,31
Luis Alberto,es ESP,MF,Lazio,30,1992,25.7,it Serie A,1904,23,231,1004,690,61,1904,45,25,55.6,16,35.6,1018,5303,3192,83,62,10,33,24,1383,124,7,0,0,16,23,6,150,7,20,0,0,0,140,10,19,34.5,1303,1679,77.6,20459,6568,711,797,89.2,442,538,82.2,104,239,43.5,7,4.7,4.8,2.3,64,172,48,4,212,35,16,12,7,15,53,28.3,34,4,30,42,13,0,5,56,15,26.8,2.18,0.58,0.09,0.33,22.0,4,0,0,4.7,4.7,0.08,0.3,0.3,118,4.6,81,29,0,7,0,1,9,0.35,8,1,0,0,0,0,215,14,6,13,114,45,54,0,1303,28,2023-2024,Central Midfielders,30
Raúl Albiol,es ESP,DF,Villarreal,37,1985,22.6,es La Liga,1476,244,853,605,26,14,1476,0,0,0.0,0,0.0,811,4596,2552,8,1,0,10,3,1019,0,6,0,0,21,8,1,0,16,14,0,0,0,75,46,29,61.3,1095,1272,86.1,22569,8497,295,325,90.8,663,714,92.9,130,206,63.1,1,0.8,0.6,0.2,3,64,1,0,62,25,15,9,1,18,27,66.7,31,24,7,41,102,0,0,6,1,16.7,0.27,0.04,0.0,0.0,9.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,4,0.18,2,0,0,2,0,0,1,0.04,1,0,0,0,0,0,61,0,6,3,0,0,0,0,1095,8,2023-2024,Defender,37
Thiago Alcántara,es ESP,MF,Liverpool,32,1991,0.1,eng Premier League,10,0,4,5,1,0,10,0,0,0.0,0,0.0,9,33,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,10,70.0,130,30,3,3,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2023-2024,Central Midfielders,32
Carlos Alcaraz,ar ARG,MF,Juventus,20,2002,4.2,it Serie A,221,7,22,133,69,12,221,9,3,33.3,5,55.6,141,766,310,6,13,1,8,4,162,9,0,0,0,5,5,0,1,5,6,0,0,0,17,2,9,18.2,143,165,86.7,2573,754,68,79,86.1,56,62,90.3,17,19,89.5,1,0.1,0.4,0.9,2,20,4,0,27,6,0,6,0,5,10,50.0,5,2,3,11,4,0,0,11,2,18.2,2.61,0.47,0.0,0.0,24.0,2,0,0,0.4,0.4,0.03,-0.4,-0.4,6,1.42,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,10,2,1,2,1,0,0,0,143,3,2023-2024,Central Midfielders,20
Rubén Alcaraz,es ESP,MF,Cádiz,32,1991,34.8,es La Liga,1970,91,470,1193,328,28,1968,23,10,43.5,11,47.8,997,4688,1909,27,27,3,28,27,1135,37,14,0,0,84,71,1,36,33,59,0,0,0,234,47,49,49.0,1271,1582,80.3,23608,6666,577,637,90.6,487,558,87.3,167,303,55.1,1,1.4,1.6,-0.4,23,151,16,3,154,97,39,52,6,50,121,41.3,60,14,46,130,55,2,3,46,10,21.7,1.32,0.29,0.02,0.1,24.9,8,2,2,3.3,1.7,0.04,-0.3,-0.7,75,2.15,52,10,1,7,2,3,5,0.14,3,0,0,2,0,0,106,1,42,7,8,1,7,0,1271,17,2023-2024,Central Midfielders,32
Omar Alderete,py PAR,DF,Getafe,26,1996,24.4,es La Liga,1316,132,591,667,73,32,1316,13,9,69.2,3,23.1,655,4060,2701,23,13,0,8,5,684,9,8,1,0,34,11,2,5,13,21,0,0,0,107,55,45,55.0,678,1056,64.2,16564,7319,155,199,77.9,351,441,79.6,167,384,43.5,1,1.0,0.8,0.0,13,98,14,1,98,28,15,13,0,19,35,54.3,30,18,12,41,111,0,0,24,5,20.8,0.98,0.21,0.0,0.0,19.7,3,0,0,1.2,1.2,0.05,-1.2,-1.2,31,1.27,24,0,4,2,1,0,3,0.12,3,0,0,0,0,0,58,0,37,3,0,0,0,0,678,11,2023-2024,Defender,26
Iván Alejo,es ESP,MF,Cádiz,28,1995,18.8,es La Liga,701,27,139,241,335,21,701,61,24,39.3,31,50.8,401,2974,1399,48,41,1,54,28,418,104,17,0,0,49,49,9,151,7,23,0,1,0,87,15,18,45.5,245,481,50.9,4241,1711,117,163,71.8,70,147,47.6,39,104,37.5,2,1.3,2.8,0.7,16,17,25,22,31,40,23,11,6,17,57,29.8,20,0,20,47,17,0,0,11,2,18.2,0.59,0.11,0.0,0.0,21.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,37,1.97,25,3,1,0,8,0,5,0.27,3,0,0,0,2,0,46,1,2,24,12,0,11,0,245,32,2023-2024,Central Midfielders,28
Carles Aleñá,es ESP,MF,Getafe,25,1998,11.3,es La Liga,546,14,74,251,223,22,546,28,6,21.4,20,71.4,308,1315,402,12,14,5,25,18,366,45,6,0,0,22,18,3,33,4,8,0,0,0,53,11,19,36.7,308,396,77.8,5315,1146,144,169,85.2,114,138,82.6,38,59,64.4,1,1.6,1.0,-0.6,18,31,3,2,23,24,7,14,3,10,24,41.7,14,3,11,28,13,0,1,16,5,31.3,1.41,0.44,0.06,0.2,18.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,36,3.18,21,12,0,1,1,1,2,0.18,1,1,0,0,0,0,36,1,4,5,14,13,1,0,308,12,2023-2024,Central Midfielders,25
Trent Alexander-Arnold,eng ENG,DF,Liverpool,24,1998,23.9,eng Premier League,2296,75,523,1217,582,34,2296,52,28,53.8,21,40.4,1250,5701,2724,45,48,7,27,6,1492,97,6,0,0,9,9,2,168,31,26,0,0,0,176,8,6,57.1,1553,2062,75.3,30386,12434,676,734,92.1,607,762,79.7,244,495,49.3,4,7.2,6.1,-3.2,64,202,57,18,205,39,26,11,2,27,87,31.0,22,2,20,70,48,5,3,47,8,17.0,1.96,0.33,0.06,0.38,24.4,5,0,0,2.6,2.3,0.05,0.4,0.7,126,5.27,80,33,5,6,0,2,7,0.29,4,3,0,0,0,0,346,22,32,198,71,10,52,0,1553,23,2023-2024,Defender,24
Aboubacar Ali,km COM,"MF,FW",Strasbourg,17,2006,1.4,fr Ligue 1,56,1,4,19,35,7,56,3,1,33.3,2,66.7,41,312,79,3,1,1,4,2,36,12,0,0,0,4,1,0,6,1,0,0,0,0,5,1,5,16.7,22,34,64.7,287,51,14,19,73.7,7,12,58.3,0,0,0.0,1,0.1,0.1,0.9,1,4,1,0,3,2,0,2,0,0,0,0.0,1,0,1,3,2,0,0,4,2,50.0,2.77,1.38,0.0,0.0,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,1,0.69,1,0,0,0,0,0,1,0.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,2023-2024,Attacking Midfielders,17
Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,19,2004,2.8,es La Liga,106,0,10,47,53,9,106,20,7,35.0,9,45.0,69,590,363,16,11,4,10,2,68,19,0,0,0,5,6,3,11,1,3,0,0,0,16,3,6,33.3,38,66,57.6,502,124,23,32,71.9,12,18,66.7,1,9,11.1,0,0.1,0.3,-0.1,1,1,0,0,3,4,3,1,0,2,7,28.6,6,0,6,5,1,0,0,3,0,0.0,1.08,0.0,0.0,0.0,17.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4,3,1.08,1,0,1,0,1,0,1,0.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,1,2023-2024,Attacking Midfielders,19
Mohamed Ali Cho,fr FRA,FW,Nice,19,2004,9.6,fr Ligue 1,371,3,41,145,194,36,371,38,16,42.1,19,50.0,288,2206,1236,48,29,15,19,16,282,77,2,0,0,17,22,3,44,3,9,1,1,0,30,5,12,29.4,193,268,72.0,3014,731,111,133,83.5,66,90,73.3,11,27,40.7,2,2.0,1.4,0.0,14,10,11,2,25,12,4,7,1,3,11,27.3,10,0,10,15,6,0,1,18,6,33.3,1.88,0.63,0.06,0.17,21.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,34,3.56,20,4,5,0,5,0,4,0.42,3,0,0,0,1,0,22,1,0,0,16,8,7,0,193,8,2023-2024,Forwards,19
Faride Alidou,de GER,"FW,MF",Köln,22,2001,14.2,de Bundesliga,522,14,77,210,243,51,522,70,24,34.3,38,54.3,312,2561,1191,51,23,18,39,27,344,95,4,0,0,21,23,3,39,8,4,1,1,0,57,18,28,39.1,196,305,64.3,3211,831,97,134,72.4,69,100,69.0,20,41,48.8,0,0.6,0.7,-0.6,14,14,7,3,33,10,3,6,1,4,18,22.2,23,2,21,18,15,1,4,33,11,33.3,2.32,0.77,0.12,0.36,14.5,0,0,0,3.0,3.0,0.09,1.0,1.0,34,2.39,23,0,5,1,5,0,3,0.21,1,0,1,0,1,0,12,0,2,7,1,0,1,0,196,17,2023-2024,Attacking Midfielders,22
Nabil Alioui,fr FRA,"MF,FW",Le Havre,24,1999,11.2,fr Ligue 1,485,6,50,224,221,33,485,38,15,39.5,21,55.3,340,1958,846,22,20,7,23,17,328,72,1,0,0,10,20,5,54,3,2,0,0,0,36,10,10,50.0,228,358,63.7,3856,1464,118,151,78.1,64,92,69.6,35,83,42.2,1,2.2,2.5,-1.2,24,35,15,3,43,3,2,1,0,2,4,50.0,6,1,5,6,4,0,4,28,9,32.1,2.5,0.8,0.14,0.44,19.0,1,0,0,2.4,2.4,0.09,1.6,1.6,40,3.56,24,11,3,2,0,0,2,0.18,1,1,0,0,0,0,66,6,1,1,36,23,13,0,228,14,2023-2024,Attacking Midfielders,24
